title,pmid,url,abstract
Chemoproteomic Approach for the Quantitative Identification of Arsenic-Binding Proteins,36269594,https://pubmed.ncbi.nlm.nih.gov/36269594,"Arsenic is a widespread environmental contaminant, and long-term exposure to arsenic in drinking water is known to be associated with the development of many human diseases. Identification of arsenic-binding proteins is important for understanding the mechanisms underlying the toxic effects of arsenic species. Here, we developed a chemoproteomic strategy, relying on the use of a biotin-As(III) probe, stable isotope labeling by amino acids in cell culture, and liquid chromatography-tandem mass spectrometry analysis, to identify quantitatively As(III)-binding proteins. Over 400 proteins were enriched from the lysate of HEK293T cells with streptavidin beads immobilized with the biotin-As(III) probe. Competitive labeling experiments in the presence or absence of 
p
-aminophenylarsenoxide (PAPAO) revealed 51 candidate As(III)-binding proteins, including several molecular chaperones and cochaperones, that is, HSPA4, HSPA4L, HSPH1, HOP1, FKBP51, and FKBP52. We also validated, by employing western blot analysis, the ability of HSPA4, a member of heat shock protein 70 (HSP70) family, in binding with PAPAO and sodium arsenite in vitro. Together, our work led to the identification of a number of new As(III)-interaction proteins, and our results suggest that As(III) may perturb proteostasis partly through binding directly with molecular chaperones."
"Evidence for a common biological pathway linking three Parkinson's disease-causing genes: parkin, PINK1 and DJ-1",25761903,https://pubmed.ncbi.nlm.nih.gov/25761903,"Parkinson's disease (PD) is characterised by the loss of dopaminergic neurons in the midbrain. Autosomal recessive, early-onset cases of PD are predominantly caused by mutations in the parkin, PINK1 and DJ-1 genes. Animal and cellular models have verified a direct link between parkin and PINK1, whereby PINK1 phosphorylates and activates parkin at the outer mitochondrial membrane, resulting in removal of dysfunctional mitochondria via mitophagy. Despite the overwhelming evidence for this interaction, few studies have been able to identify a link for DJ-1 with parkin or PINK1. The aim of this review is to summarise the functions of these three proteins, and to analyse the existing evidence for direct and indirect interactions between them. DJ-1 is able to rescue the phenotype of PINK1-knockout Drosophila models, but not of parkin-knockouts, suggesting that DJ-1 may act in a parallel pathway to that of the PINK1/parkin pathway. To further elucidate a commonality between these three proteins, bioinformatics analysis established that Miro (RHOT1) interacts with parkin and PINK1, and HSPA4 interacts with all three proteins. Furthermore, 30 transcription factors were found to be common amongst all three proteins, with many of them being involved in transcriptional regulation. Interestingly, expression of these proteins and their associated transcription factors are found to be significantly down-regulated in PD patients compared to healthy controls. In summary, this review provides insight into common pathways linking three PD-causing genes and highlights some key questions, the answers to which may provide critical insight into the disease process."
Network analysis reveals important genes in human placenta,34005840,https://pubmed.ncbi.nlm.nih.gov/34005840,"Aim:
        

      
      To determine which genes are important in placenta by network analysis.
    





          Methods:
        

      
      Placenta expressing genes were screened from RNA-Seq data. Protein-protein interaction data were downloaded from STRING (v11.0) database. Google PageRank (PR) algorithm was used to identify important placental genes from protein interaction network. Six placental disease-related datasets were downloaded from NCBI GEO database, and the differential expression of the 99 genes was identified.
    





          Results:
        

      
      We calculated PR for each placenta expressing gene and defined the top 99 genes with high PR as important genes. GAPDH has the highest PR. The 99 genes had different expression pattern in placental cell types. FN1 is up-regulated in 8 w EVT compared to 8 w CTB and 24 w EVT compared to 8 w EVT. HSPA4 is down-regulated in 8 w EVT compared to 8 w CTB and 24 w EVT compared to 8 w EVT. MIB2, TLR4, and UBB are consistently changed in preeclampsia (PE). UBB and ACTG1 were identified to be down-regulated in fetal growth restriction (FGR). SOD1 is down-regulated in preterm birth placenta.
    





          Conclusion:
        

      
      Our findings confirmed that the importance of these genes in placenta-related diseases, and provide new candidates (MIB2, UBB, ACTG1, and SOD1) for placenta-related disease diagnosis and treatment."
Identification and Analysis of Immune-Related Gene Signature in Hepatocellular Carcinoma,36292719,https://pubmed.ncbi.nlm.nih.gov/36292719,"Background:
        

      
      Hepatocellular carcinoma (HCC) originates from the hepatocytes and accounts for 90% of liver cancer. The study intends to identify novel prognostic biomarkers for predicting the prognosis of HCC patients based on TCGA and GSE14520 cohorts.
    





          Methods:
        

      
      Differential analysis was employed to obtain the DEGs (Differentially Expressed Genes) of the TCGA-LIHC-TPM cohort. The lasso regression analysis was applied to build the prognosis model through using the TCGA cohort as the training group and the GSE14520 cohort as the testing group. Next, based on the prognosis model, we performed the following analyses: the survival analysis, the independent prognosis analysis, the clinical feature analysis, the mutation analysis, the immune cell infiltration analysis, the tumor microenvironment analysis, and the drug sensitivity analysis. Finally, the survival time of HCC patients was predicted by constructing nomograms.
    





          Results:
        

      
      Through the lasso regression analysis, we obtained a prognosis model of ten genes including 
BIRC5
 (baculoviral IAP repeat containing 5), 
CDK4
 (cyclin-dependent kinase 4), 
DCK
 (deoxycytidine kinase), 
HSPA4
 (heat shock protein family A member 4), 
HSP90AA1
 (heat shock protein 90 α family class A member 1), 
PSMD2
 (Proteasome 26S Subunit Ubiquitin Receptor, Non-ATPase 2), 
IL1RN
 (interleukin 1 receptor antagonist), 
PGF
 (placental growth factor), 
SPP1
 (secreted phosphoprotein 1), and 
STC2
 (stanniocalcin 2). First, we found that the risk score is an independent prognosis factor and is related to the clinical features of HCC patients, covering AFP (α-fetoprotein) and stage. Second, we observed that the 
p53
 mutation was the most obvious mutation between the high-risk and low-risk groups. Third, we also discovered that the risk score is related to some immune cells, covering B cells, T cells, dendritic, macrophages, neutrophils, etc. Fourth, the high-risk group possesses a lower TIDE score, a higher expression of immune checkpoints, and higher ESTIMATE score. Finally, nomograms include the clinical features and risk signatures, displaying the clinical utility of the signature in the survival prediction of HCC patients.
    





          Conclusions:
        

      
      Through the comprehensive analysis, we constructed an immune-related prognosis model to predict the survival of HCC patients. In addition to predicting the survival time of HCC patients, this model significantly correlates with the tumor microenvironment. Furthermore, we concluded that these ten immune-related genes (
BIRC5
, 
CDK4
, 
DCK
, 
HSPA4
, 
HSP90AA1
, 
PSMD2
, 
IL1RN
, 
PGF
, 
SPP1
, and 
STC2
) serve as novel targets for antitumor immunity. Therefore, this study plays a significant role in exploring the clinical application of immune-related genes."
PhosSNPs-Regulated Gene Network and Pathway Significant for Rheumatoid Arthritis,34569543,https://pubmed.ncbi.nlm.nih.gov/34569543,"Objectives:
        

      
      Peripheral blood mononuclear cells (PBMCs) are critical for immunity and participate in multiple human diseases, including rheumatoid arthritis (RA). PhosSNPs are nonsynonymous SNPs influencing protein phosphorylation, thus probably modulate cell signaling and gene expression. We aimed to identify phosSNPs-regulated gene network/pathway potentially significant for RA.
    





          Methods:
        

      
      We collected genome-wide phosSNP genotyping data and transcriptome-wide mRNA expression data from PBMCs of a Chinese sample. We discovered and verified with public datasets differentially expressed genes (DEGs) associated with RA, and replicated RA-associated SNPs in our study sample. We performed a targeted expression quantitative trait locus (eQTL) study on significant phosSNPs and DEGs.
    





          Results:
        

      
      We identified 29 nominally significant eQTL phosSNPs and 83 target genes, and constructed comprehensive regulatory/interaction networks, highlighting the vital effects of two eQTL phosSNPs (rs371513 and rs4824675, FDR <0.05) and four critical node genes (HSPA4, NDUFA2, MRPL15, and ATP5O). Besides, two node/key genes NDUFA2 and ATP5O, regulated by rs371513, were significantly enriched in mitochondrial oxidative phosphorylation pathway. Besides, four pairs of eQTL effects were replicated independently in whole blood and/or transformed fibroblasts.
    





          Conclusions:
        

      
      The findings delineated a potential role of protein phosphorylation and genetic variations in RA and warranted the significant roles of phosSNPs in regulating RA-associated genes expression in PBMCs. The results pointed out the relevance and significance of oxidative phosphorylation pathway to RA."
Prognostic model of immune-related genes for patients with hepatocellular carcinoma,35937592,https://pubmed.ncbi.nlm.nih.gov/35937592,"Background:
        

      
      Immune-related genes (IRGs) are closely connected to the occurrence and development of tumors. Their influence on the prognosis of patients with HCC, however, remains unclear.
    





          Methods:
        

      
      From the TCGA database, we integrated 365 liver cancer tissues and 50 normal tissues to identify differential immune genes related to prognosis. Multivariate COX analysis was used to establish a new prognostic index on account of IRGs, whereby risk score = (Expression level of HSPA4*0.022) + (Expression level of PSMD14*0.042) + (Expression level of RBP2*0.019) + (Expression level of MAPT*0.197) + (Expression level of TRAF3*0.146) + (Expression level of NDRG1*(0.006) + (Expression level of NRAS*0.027) + (Expression level of IL17D*0.075).
    





          Results:
        

      
      The risk score was clearly correlated with an unfavorable survival rate and with clinical characteristics. By integrating the immune-related risk score model with clinical features, a nomogram was constructed to predict the survival rate of HCC patients (1-, 3- and 5-year AUC of 0.721, 0.747 and 0.781, respectively).
    





          Conclusion:
        

      
      We have established a valuable prognostic risk score for HCC patients that may be a better predictor of survival than the present method. With the risk score's strong predictive value for immune cells and functions, it may provide clinical guidance for the diagnosis and prognosis of different immunophenotypes, and provide multiple therapeutic targets for the treatment of HCC patients based on subtype-specific immune molecules."
Fine-tuning of the Hsc70-based Human Protein Disaggregase Machinery by the Distinctive C-terminal Extension of Apg2,36167183,https://pubmed.ncbi.nlm.nih.gov/36167183,"Apg2, one of the three cytosolic Hsp110 chaperones in humans, supports reactivation of unordered and ordered protein aggregates by Hsc70 (HspA8). Together with DnaJB1, Apg2 serves to nucleate Hsc70 molecules into sites where productive entropic pulling forces can be developed. During aggregate reactivation, Apg2 performs as a specialized nucleotide exchange factor, but the origin of its specialization is poorly defined. Here we report on the role of the distinctive C-terminal extension present in Apg2 and other metazoan homologs. We found that the first part of this Apg2 subdomain, with propensity to adopt α-helical structure, interacts with the nucleotide binding domain of Hsc70 in a nucleotide-dependent manner, contributing significantly to the stability of the Hsc70:Apg2 complex. Moreover, the second intrinsically disordered segment of Apg2 C-terminal extension plays an important role as a downregulator of nucleotide exchange. An NMR analysis showed that the interaction with Hsc70 nucleotide binding domain modifies the chemical environment of residues located in important functional sites such as the interface between lobe I and II and the nucleotide binding site. Our data indicate that Apg2 C-terminal extension is a fine-tuner of human Hsc70 activity that optimizes the substrate remodeling ability of the chaperone system."
Increased eHSP70-to-iHSP70 ratio in prediabetic and diabetic postmenopausal women: a biomarker of cardiometabolic risk,35767179,https://pubmed.ncbi.nlm.nih.gov/35767179,"Decreased estrogen levels in menopause are associated with anthropometric, metabolic, and inflammatory impairments, predisposing women to cardiometabolic risk factors such as diabetes. Menopause and type two diabetes (DM2) are marked by altered heat shock response (HSR), shown by decreased expression of the 70-kDa heat shock protein in the intracellular milieu (iHSP70). While iHSP70 plays an anti-inflammatory role, extracellular HSP70 (eHSP70) may mediate pro-inflammatory pathways and has been associated with insulin resistance in DM2. Considering the roles of these proteins according to localization, the eHSP70-to-iHSP70 ratio (H-index) has been proposed as a biomarker for HSR. We, therefore, evaluated whether this biomarker is associated with glycemic and inflammatory status in postmenopausal women. In this transversal study, 36 postmenopausal women were grouped according to fasting glycemia status as either the control group (normoglycemic, ≤ 99 mg/dL) or DM2 (prediabetic and diabetic, glycemia ≥ 100 mg/dL). DM2 group showed higher triglyceride/glucose (TyG) index and plasma atherogenic index (PAI), both of which are indicators of cardiometabolic risk. In addition, we found that the eHSP70-to-iHSP70 ratio (plasma/peripheral blood mononuclear cells-PBMC ratio) was higher in the DM2 group, compared with the control group. Furthermore, blood leukocyte and glycemia levels were positively correlated with the eHSP70-to-iHSP70 ratio in women that presented H-index values above 1.0 (a.u.). Taken together, our results highlight the eHSP70-to-iHSP70 ratio as a biomarker of altered HSR in DM2 postmenopausal women."
Identification of abnormal protein expressions associated with mouse spermatogenesis induced by cyclophosphamide,33438283,https://pubmed.ncbi.nlm.nih.gov/33438283,"Cyclophosphamide (CP) is a clinical anticancer drug that can cause male reproductive abnormalities, but the underlying mechanisms for this remain unknown. The present study aimed to explore the potential toxicity induced by CP in spermatogenesis events of germ cell proliferation, meiosis, and blood-testis barrier integrity at the molecular level. CP-treated mice showed significantly reduced serum testosterone levels, sperm motility and concentration. The results of immunohistochemistry and Western blot showed that CP reduced the proliferation of germ cells (PCNA, PLZF) and increased germ cell apoptosis (Bax and TUNEL-positive cells) in CP-treated mice testes. The expression of meiotic related proteins (SYCP3, REC8, MLH1) decreased significantly in the fourth week after administration, and the expression of blood-testis barrier related proteins (β-catenin, ZO-1) and sperm quality-associated proteins (PGK2, HSPA4) decreased significantly in the first week after administration. CP leads to the apoptosis of male germ cells, inhibits the proliferation of germ cells, and affects meiosis and the blood-testis barrier, resulting in the decline of sperm quality. This study provides information to further the study of molecular mechanism and protective strategy of CP influence."
Genetic Diversity and Selective Signature in Dabieshan Cattle Revealed by Whole-Genome Resequencing,36138806,https://pubmed.ncbi.nlm.nih.gov/36138806,"Dabieshan cattle are a typical breed of southern Chinese cattle that have the characteristics of muscularity, excellent meat quality and tolerance to temperature and humidity. Based on 148 whole-genome data, our analysis disclosed the ancestry components of Dabieshan cattle with Chinese indicine (0.857) and East Asian taurine (0.139). The Dabieshan genome demonstrated a higher genomic diversity compared with the other eight populations, supported by the observed nucleotide diversity, linkage disequilibrium decay and runs of homozygosity. The candidate genes were detected by a selective sweep, which might relate to the fertility (
GPX5
, 
GPX6
), feed efficiency (
SLC2A5
), immune response (
IGLL1
, 
BOLA-DQA2
, 
BOLA-DQB
), heat resistance (
DnaJC1
, 
DnaJC13
, 
HSPA4
), fat deposition (
MLLT10
) and the coat color (
ASIP
). We also identified the ""East Asian taurine-like"" segments in Dabieshan cattle, which might contribute to meat quality traits. The results revealed by the unique and valuable genomic data can build a foundation for the genetic improvement and conservation of genetic resources for indigenous cattle breeds."
In Silico Analysis of HSP70 Gene Family in Bovine Genome,32840700,https://pubmed.ncbi.nlm.nih.gov/32840700,"Heat shock proteins (HSPs), members of molecular chaperones families fulfill essential roles under normal conditions and provide protection and adaptation during and after stress. Among different HSPs, HSP70 kDa family of proteins is most abundant and well-studied in human and mouse but has not yet been characterized in bovines. In silico analysis was performed to characterize members of HSP70 gene family in bovine genome and a total of 17 genes of bovine HSP70 gene family were identified. The members of HSP70 family were distributed over 12 chromosomes with gene size ranging from 1911 (HSPA2) to 54,017 bp (HSPA4). Five genes were intronless, while rest of 12 genes were multiexonic. Phylogenetic analysis of HSP70 gene family distinguished them into eight major evolutionary groups wherein members of group 1 were most divergent and quite dissimilar than from rest of the HSP70 sequences. Domain structure of all bovine HSP70 genes was conserved and three signature patterns HSP70_1, HSP70_2, and HSP70_3 were identified. HSPA8, HSP9, and HSPA1A showed comparatively higher expression in majority of tissues. Like humans, bovine HSP70 family was characterized by remarkable evolutionary diversity. The analysis also suggested resemblance of bovine HSP70 family to that of human compared to mouse. Overall, the study indicates the presence of diversity for structure, function, localization, and expression in the bovine HSP70 family chaperons which could form the basis to understand thermotolerance/adaptive changes in the bovines."
Stress Response Protein RBM3 Promotes the Development of Colitis-associated Cancer,27930406,https://pubmed.ncbi.nlm.nih.gov/27930406,"Background:
        

      
      Colitis-associated cancer (CAC) is caused by chronic intestinal inflammation and often results from refractory inflammatory bowel disease (IBD). Stress response proteins Cirp and HSPA4 are involved in the refractory clinical course and development of CAC. RNA-binding motif protein 3 (RBM3) is induced in response to various stresses and is upregulated in several cancers. However, the role of RBM3 in CAC is unclear.
    





          Methods:
        

      
      We assessed RBM3 expression and function in 263 human intestinal mucosa samples from patients with IBD and in Rbm3-deficient (Rbm3) mice.
    





          Results:
        

      
      Expression of RBM3 was correlated with the expression of stress response proteins Cirp, HSPA4, and HSP27 in the colonic mucosa of patients with IBD. Significant correlation was observed between the expression of RBM3 and that of Bcl-xL or stem cell markers. RBM3 expression increased and significantly correlated with R-spondin expression in the colonic mucosa of patients with refractory IBD, a condition associated with increased cancer risk, and RBM3 was overexpressed in human CACs. In the murine CAC model, Rbm3 deficiency decreased R-spondin and Bcl-xL expression and increased apoptotic cell number in the colonic mucosa, leading to reduced tumor multiplicity. Transplantation of wild-type and Rbm3 bone marrow did not alter tumor burden, indicating the importance of RBM3 in epithelial cells.
    





          Conclusions:
        

      
      Our findings indicated that RBM3 was required for efficient inflammatory carcinogenesis in the murine CAC model and suggested that RBM3 could be a predictive biomarker of CAC risk and a new therapeutic target for cancer prevention in patients with IBD."
Immunogenomic Landscape Analysis of Prognostic Immune-Related Genes in Hepatocellular Carcinoma,34745496,https://pubmed.ncbi.nlm.nih.gov/34745496,"Hepatocellular carcinoma (HCC) is one of the leading causes of cancer-related death. HBV infection is an important risk factor for the tumorigenesis of HCC, given that the inflammatory environment is closely related to morbidity and prognosis. Consequently, it is of urgent importance to explore the immunogenomic landscape to supplement the prognosis of HCC. The expression profiles of immune-related genes (IRGs) were integrated with 377 HCC patients to generate differentially expressed IRGs based on the Cancer Genome Atlas (TCGA) dataset. These IRGs were evaluated and assessed in terms of their diagnostic and prognostic values. A total of 32 differentially expressed immune-related genes resulted as significantly correlated with the overall survival of HCC patients. The Gene Ontology functional enrichment analysis revealed that these genes were actively involved in cytokine-cytokine receptor interaction. A prognostic signature based on IRGs (HSPA4, PSME3, PSMD14, FABP6, ISG20L2, TRAF3, NDRG1, NRAS, CSPG5, and IL17D) stratified patients into high-risk versus low-risk groups in terms of overall survival and remained as an independent prognostic factor in multivariate analyses after adjusting for clinical and pathologic factors. Several IRGs (HSPA4, PSME3, PSMD14, FABP6, ISG20L2, TRAF3, NDRG1, NRAS, CSPG5, and IL17D) of clinical significance were screened in the present study, revealing that the proposed clinical-immune signature is a promising risk score for predicting the prognosis of HCC."
HSP70 Expression Signature in Renal Cell Carcinoma: A Clinical and Bioinformatic Analysis Approach,36833281,https://pubmed.ncbi.nlm.nih.gov/36833281,"Heat shock proteins (HSPs) are cytoprotective against stressful conditions, as in the case of cancer cell metabolism. Scientists proposed that HSP70 might be implicated in increased cancer cell survival. This study aimed to investigate the 
HSP70
 (
HSPA4
) gene expression signature in patients with renal cell carcinoma (RCC) in correlation to cancer subtype, stage, grade, and recurrence, combining both clinicopathological and in silico analysis approaches. One hundred and thirty archived formalin-fixed paraffin-embedded samples, including 65 RCC tissue specimens and their paired non-cancerous tissues, were included in the study. Total RNA was extracted from each sample and analyzed using TaqMan quantitative Real-Time Polymerase Chain Reaction. Correlation and validation to the available clinicopathological data and results were executed. Upregulated 
HSP70
 (
HSPA4
) gene expression was evident in RCC compared to non-cancer tissues in the studied cohort and was validated by in silico analysis. Furthermore, 
HSP70
 expression levels showed significant positive correlations with cancer size, grade, and capsule infiltration, as well as recurrence in RCC patients. The expression levels negatively correlated with the overall survival (
r
 = -0.87, 
p
 < 0.001). Kaplan-Meier curves showed lower survival rates in high HSP70 expressor group compared to the low expressors. In conclusion, the HSP70 expression levels are associated with poor RCC prognosis in terms of advanced grade, capsule infiltration, recurrence, and short survival."
Comparative proteomics analysis of gastric cancer stem cells,25379943,https://pubmed.ncbi.nlm.nih.gov/25379943,"Cancer stem cells (CSCs) are responsible for cancer progression, metastasis, and recurrence. To date, the specific markers of CSCs remain undiscovered. The aim of this study was to identify novel biomarkers of gastric CSCs for clinical diagnosis using proteomics technology. CSC-like SP cells, OCUM-12/SP cells, OCUM-2MD3/SP cells, and their parent OCUM-12 cells and OCUM-2MD3 cells were used in this study. Protein lysates from each cell line were analyzed using QSTAR Elite Liquid Chromatography with Tandem Mass Spectrometry, coupled with isobaric tags for relative and absolute quantitation technology. Candidate proteins detected by proteomics technology were validated by immunohistochemical analysis of 300 gastric cancers. Based on the results of LC-MS/MS, eight proteins, including RBBP6, GLG1, VPS13A, DCTPP1, HSPA9, HSPA4, ALDOA, and KRT18, were up-regulated in both OCUM-12/SP cells and OCUM-2MD3/SP cells when compared to their corresponding parent cells. RT-PCR analysis indicated that the expression level of RBBP6, HSPA4, DCTPP1, HSPA9, VPS13A, ALDOA, GLG1, and CK18 was high in OCUM-12/SP and OCUM-2MD3/SP, in compared with the control of parent OCUM-12 and OCUM-2MD3. These proteins were significantly associated with advanced invasion depth, lymph node metastasis, distant metastasis, or advanced clinical stage. RBBP6, DCTPP1, HSPA4, and ALDOA expression in particular were significantly associated with a poor prognosis in the 300 gastric cancer patients. RBBP6 was determined to be an independent prognostic factor. The motility-stimulating ability of OCUM-12/SP cells and OCUM-2MD3/SP cells was inhibited by RBBP6 siRNA. These findings might suggest that the eight proteins, RBBP6, GLG1, VPS13A, DCTPP1, HSPA9, HSPA4, ALDOA, and KRT18, utilizing comparative proteomics analysis, were perceived to be potential CSC markers of gastric cancer. Of the eight candidate proteins, RBBP6 was suggested to be a promising prognostic biomarker and a therapeutic target for gastric cancer."
Identification and characterization of hADSC-derived exosome proteins from different isolation methods,34235869,https://pubmed.ncbi.nlm.nih.gov/34235869,"Exosomes are secreted into the extracellular space by most cell types and contain various molecular constituents, which play roles in many biological processes. Adipose-derived mesenchymal stem cells (ADSCs) can differentiate into a variety of cell types and secrete a series of paracrine factors through exosomes. ADSC-derived exosomes have shown diagnostic and therapeutic potential in many clinical diseases. The molecular components are critical for their mechanisms. Several methods have been developed for exosome purification, including ultracentrifugation, ultrafiltration, density gradient purification, size-based isolation, polymer precipitation and immuno-affinity purification. Thus, we employed four methods to isolate exosomes from the hADSC culture medium, including ultracentrifugation, size exclusion chromatography, ExoQuick-TC precipitation and ExoQuick-TC ULTRA isolation. Following exosome isolation, we performed quantitative proteomic analysis of the exosome proteins using isobaric tags for relative and absolute quantification (iTRAQ) labelling, combined with 2D-LC-MS/MS. There were 599 universal and 138 stably expressed proteins in hADSC-derived exosomes. We proved that these proteins were potential hADSC-derived exosomes markers, including CD109, CD166, HSPA4, TRAP1, RAB2A, RAB11B and RAB14. From the quantitative proteomic analysis, we demonstrated that hADSC-derived exosome protein expression varied, with lipopolysaccharide (LPS) treatment, in the different isolation methods. Pathway analysis and proliferation, migration and endothelial tube formation assays showed varying effects in cells stimulated with hADSC-derived exosomes from different isolation methods. Our study revealed that different isolation methods might introduce variations in the protein composition in exosomes, which reflects their effects on biological function. The pros and cons of these methods are important points to consider for downstream research applications."
Development of an immune-related prognostic index associated with hepatocellular carcinoma,32191631,https://pubmed.ncbi.nlm.nih.gov/32191631,"Liver hepatocellular carcinoma (LIHC), an inflammation-associated cancer induced by a variety of etiological factors, is still one of the most prevalent and lethal cancers in human population. In this study, the expression profiles of immune-related genes (IRGs) were integrated with the overall survival (OS) of 378 LIHC patients based on the Cancer Genome Atlas (TCGA) dataset. Moreover, the differentially expressed and survival related IRGs among LIHC patients were predicted through the computational difference algorithm and COX regression analysis. As a result, 7 genes, including HSPA4, S100A10, FABP6, CACYBP, HDAC1, FCGR2B and SHC1, were retrieved to construct a predictive model associated with the overall survival (OS) of LIHC patients. Typically, the as-constructed model performed moderately in predicting prognosis, which was also correlated with tumor grade. Functional enrichment analysis revealed that the genes of high-risk group were actively involved in mRNA binding and the spliceosome pathway. Intriguingly, the prognostic index established based on IRGs reflected infiltration by multiple types of immunocytes. Our findings screen several IRGs with clinical significance, reveal the drivers of immune repertoire, and illustrate the importance of a personalized, IRG-based immune signature in LIHC recognition, surveillance, and prognosis prediction."
Hsp70 Gene Family in Sebastiscus marmoratus: The Genome-Wide Identification and Transcriptome Analysis under Thermal Stress,37761919,https://pubmed.ncbi.nlm.nih.gov/37761919,"Heat shock protein 70 kDa (Hsp70) is a highly conserved heat stress protein that is important in biotic processes and responses to abiotic stress. Hsp70 genes may be important in 
Sebastiscus marmoratus,
 for it is a kind of nearshore reef fish, and habitat temperature change is more drastic during development. However, genome-wide identification and expression analysis in the Hsp70 gene family of 
S. marmoratus
 are still lacking. Here, a total of 15 Hsp70 genes in the genome of 
S. marmoratus
 are identified, and their expression patterns were investigated using transcriptomic data from thermal stress experiments. The expansion and gene duplication events of Hsp70 genes from the Hspa4, Hspa8, and Hspa12a subfamilies in 
S. marmoratus
 are revealed by phylogenetic analysis. qRT-PCR expression patterns demonstrated that seven Hsp70 genes were significantly up-regulated and none were significantly down-regulated after heat treatment. Only the 
hsp70
 gene was significantly up-regulated after cold treatment. The selection test further showed a purifying selection on the duplicated gene pairs, suggesting that these genes underwent subfunctionalization. Our results add novel insight to aquaculture and biological research on 
S. marmoratus
, providing important information on how Hsp70 genes are regulated in Scorpaeniformes under thermal stress."
Network pharmacological evaluation of Withania somnifera bioactive phytochemicals for identifying novel potential inhibitors against neurodegenerative disorder,34278961,https://pubmed.ncbi.nlm.nih.gov/34278961,"Neurodegenerative disorders are illnesses that are responsible for neuronal cell death and resulting in lifelong cognitive problems. Due to their unclear mechanism, there are no effective drugs available for the treatment. For a long time, herbal drugs have been used as a role model in the field of the drug discovery process. 
Withania somnifera
 (Ashwagandha) in the Indian medicinal system (Ayurveda) is used for several neuronal disorders like insomnia and memory loss for decades. This study aims to identify active components of 
W. somnifera
 (WS) as potential inhibitors for the treatment of neurodegenerative diseases (ND). To fulfill this objective, Network pharmacology approach, gene ontology, pharmacokinetics analysis, molecular docking, and molecular dynamics simulation (MDS) studies were performed. A total of 77 active components in WS, 175 predicted neurodegenerative targets of WS, and 8085 ND-related targets were identified from different databases. The network analysis showed that the top ten targets APP, EGFR, MAPK1, ESR1, HSPA4, PRKCD, MAPK3, ABL1, JUN, and GSK3B were found as significant target related to ND. On the basis of gene ontology and topology analysis results, APP was found as a significant target related to Alzheimer's disease pathways. Molecular docking results found that Anahygrine, Cuscohygrine, Isopelletierine, and Nicotine showed the best binding affinities -5.55, -4.73, -4.04, and -4.11 Kcal/mol. Further, MDS results suggested that Isopelletierine and Nicotine could be used as potential inhibitors against APP protein and could be useful for the treatment of Alzheimer's disease.Communicated by Ramaswamy H. Sarma."
The multi-target mechanism of Cyclosporin A in the treatment of vitiligo based on network pharmacology,34089287,https://pubmed.ncbi.nlm.nih.gov/34089287,"Network pharmacology is an emerging discipline that designs drugs based on systems biology theory and biological system network analysis. Here, we applied network pharmacology to analyze the multi-target mechanism of Cyclosporin A in the treatment of vitiligo First, we predicted the targets of Cyclosporin A. Second, we obtained the genes related to vitiligo from the database. Third, we constructed the PPI network of the mutual genes between Cyclosporin A and vitiligo and used gene ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) to analyze. Finally, we verified the prediction of potential targets through a docking study with Cyclosporin A. We found that there were 15 shared target genes between Cyclosporin A and vitiligo. We analyzed these 15 genes by Cytoscape and obtained a network diagram of 885 nodes. Through screening and molecular docking, PRKDC, CUL7, CUL1, HSPA8, HSPA4, and SIRT7 were the most likely multi-target mechanism of Cyclosporin A in the treatment of vitiligo. In our study, Cyclosporin A might not only affect the repair of DNA strands by targeting PRKDC, but also affected the innate and adaptive immune function of vitiligo patients by the targets of CUL1, CUL7, and HSP70. In addition, Cyclosporin A might promote the repigmentation of vitiligo by adjusting the expression of SIRT7."
